Rank	Term	P-value	Z-score	Combined Score	Overlapping Genes	Adjusted P-value	Old P	Old Adj P
57	transcription coactivator activity (GO:0003713)	0.981772352766504	-1.51721005898366	0.0279103193473338	YOR338W	0.999999999536955	0.390636674400461	0.534871754179093
58	peptide-lysine-N-acetyltransferase activity (GO:0061733)	0.979256546898005	-1.27744650097274	0.0267773491888899	YOR338W	0.999999999536955	0.381087219563296	0.534871754179093
59	histone acetyltransferase activity (GO:0004402)	0.981772352766504	-1.42487816075352	0.0262117985984831	YOR338W	0.999999999536955	0.390636674400461	0.534871754179093
60	hexose transmembrane transporter activity (GO:0015149)	0.979256546898005	-1.24175330910607	0.0260291620346317	YDL199C	0.999999999536955	0.381087219563296	0.534871754179093
61	cation:sugar symporter activity (GO:0005402)	0.979256546898005	-1.21854507646962	0.0255426798618831	YDL199C	0.999999999536955	0.381087219563296	0.534871754179093
62	translation initiation factor activity (GO:0003743)	0.983983147601344	-1.42159119905642	0.0229537343761618	YGR054W	0.999999999536955	0.400041524795484	0.539449934951486
63	DNA-directed DNA polymerase activity (GO:0003887)	0.979634936629774	-1.0566101788991	0.0217400612292897	YCL019W, YNL054W-B, YGR109W-B	0.999999999536955	0.0679105502588504	0.369005334793983
64	endonuclease activity (GO:0004519)	0.981772352766504	-1.08465498979811	0.019953115237862	YPR170W-B	0.999999999536955	0.390636674400461	0.534871754179093
65	DNA polymerase activity (GO:0034061)	0.983320428451339	-1.00295558745798	0.0168699557076332	YCL019W, YNL054W-B, YGR109W-B	0.999999999536955	0.0732562777479739	0.369005334793983
66	nuclease activity (GO:0004518)	0.987675808373252	-0.981704838448377	0.0121738902718468	YCL019W, YNL054W-B, YGR109W-B	0.999999999536955	0.0816188332308041	0.369005334793983
67	phosphatidylinositol-3-phosphate binding (GO:0032266)	0.989133270930439	-1.02457777804728	0.011194745019701	YKR078W	0.999999999536955	0.427409775457395	0.56775328381654
68	ATP binding (GO:0005524)	0.994308305933617	-1.1626908367152	0.00663658521009738	YNL247W	0.999999999536955	0.470325893013782	0.601484557046317
69	helicase activity (GO:0004386)	0.9935223270963	-0.999842732266665	0.00649772202811672	YBL113C	0.999999999536955	0.46200311576401	0.601484557046317
70	ATP-dependent RNA helicase activity (GO:0004004)	0.994998951390775	-1.14855602645426	0.00575839555856108	YLR419W	0.999999999536955	0.478522309855356	0.601484557046317
71	adenyl ribonucleotide binding (GO:0032559)	0.995605822432078	-1.11567706128936	0.00491328596446944	YNL247W	0.999999999536955	0.48659424839702	0.601484557046317
72	carboxylic ester hydrolase activity (GO:0052689)	0.995605822432078	-0.994378303540284	0.00437910317570853	YPR147C	0.999999999536955	0.48659424839702	0.601484557046317
73	phosphatidylinositol phosphate binding (GO:1901981)	0.996607642331914	-1.06442742354109	0.00361705718288723	YKR078W	0.999999999536955	0.502372082021449	0.612481031505602
74	translation factor activity, RNA binding (GO:0008135)	0.99701936260291	-0.994319565218495	0.00296813174372329	YGR054W	0.999999999536955	0.510081605450223	0.613476525473916
75	phosphatase activity (GO:0016791)	0.998439364112112	-0.901024829992494	0.0014072700895173	YMR027W	0.999999999536955	0.546905499579745	0.648994526167964
76	purine ribonucleoside triphosphate binding (GO:0035639)	0.999958478742384	-1.00488012510635	4.17247527855321e-05	YNL247W	0.999999999536955	0.708107537706092	0.807968857126182
77	RNA polymerase II core promoter proximal region sequence-specific DNA binding (GO:0000978)	0.999987072617335	-0.804848879136032	1.04046567007274e-05	YMR111C	0.999999999536955	0.746777107657663	0.835423202375227
78	ubiquitin-protein transferase activity (GO:0004842)	0.999990026102939	-0.921083895843119	9.18684177568873e-06	YDR306C	0.999999999536955	0.754661941618566	0.835423202375227
79	transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding (GO:0000982)	0.999994063325355	-0.823449424508257	4.88856583101996e-06	YMR111C	0.999999999536955	0.769715759491782	0.835423202375227
80	core promoter proximal region sequence-specific DNA binding (GO:0000987)	0.999997606000022	-0.849898012619533	2.03465825884068e-06	YMR111C	0.999999999536955	0.793909118381121	0.851300138986985
81	RNA polymerase II regulatory region sequence-specific DNA binding (GO:0000977)	0.999998378011473	-0.852654265373874	1.38299655748049e-06	YMR111C	0.999999999536955	0.803497374822436	0.851324599514248
82	ATPase activity (GO:0016887)	0.999999495703327	-0.853839075435943	4.30588313855981e-07	YGR210C	0.999999999536955	0.829711520569254	0.858654945705391
83	phosphotransferase activity, alcohol group as acceptor (GO:0016773)	0.99999993829086	-0.738432844260455	4.55680571879123e-08	YDR248C, YDR109C	0.999999999536955	0.690766952809486	0.79841894545512
84	mRNA binding (GO:0003729)	0.99999999649571	-0.726814218155029	2.54696769800542e-09	YBR238C, YGR054W, YLR419W	0.999999999536955	0.598402654138573	0.700761002872802
85	kinase activity (GO:0016301)	0.999999998547693	-0.78189982263678	1.13555845389085e-09	YDR248C	0.999999999536955	0.918583924963696	0.939700796801942
86	RNA binding (GO:0003723)	0.999999999353816	-0.68709009453979	4.43986851343176e-10	YBR238C, YGR054W, YCL019W, YNL054W-B, YGR109W-B, YLR419W	0.999999999536955	0.768130245482778	0.835423202375227
87	nucleoside-triphosphatase activity (GO:0017111)	0.999999999459643	-0.777028081898412	4.19872721432174e-10	YBL113C, YGR210C	0.999999999536955	0.813577477104423	0.851863476026984
88	sequence-specific DNA binding (GO:0043565)	0.999999999441751	-0.713078012725793	3.98075089477135e-10	YGR067C	0.999999999536955	0.931858897458687	0.942448203111627
89	DNA binding (GO:0003677)	0.999999999536955	-0.678703471493119	3.14269979354933e-10	YGR067C	0.999999999536955	0.995837394054526	0.995837394054526
