Rank	Term	P-value	Z-score	Combined Score	Overlapping Genes	Adjusted P-value	Old P	Old Adj P
1	cystathionine gamma-synthase activity (GO:0003962)	0.00269730112490242	-2.19755969053289	12.9996722369559	CYS3	0.00838992537481179	0.00817275431473955	0.0248965014239694
2	microfilament motor activity (GO:0000146)	0.00269730112490242	-2.18682984820719	12.936199816166	MYO4	0.00838992537481179	0.00817275431473955	0.0248965014239694
3	dolichyl-phosphate-mannose-protein mannosyltransferase activity (GO:0004169)	0.00314622201555442	-2.14973595202055	12.3858174216988	PMT2	0.00838992537481179	0.00933618803398854	0.0248965014239694
4	acid-amino acid ligase activity (GO:0016881)	0.00449190715230381	-2.22466863426336	12.025397163778	ADE1	0.00898381430460763	0.0128203485012402	0.0256406970024803
5	motor activity (GO:0003774)	0.00628364209752688	-1.83164571650419	9.28608755464441	MYO4	0.010053827356043	0.017451589932885	0.027922543892616
6	actin binding (GO:0003779)	0.0160870431044409	-1.55587232231298	6.42534988688546	MYO4	0.0183851921193611	0.0426328262080433	0.0487232299520495
7	mannosyltransferase activity (GO:0000030)	0.0196305434229008	-1.53614724021767	6.0380857033456	PMT2	0.0196305434229008	0.0516685255731135	0.0516685255731135
8	actin filament binding (GO:0051015)	0.0125321626293864	-1.35422463800132	5.93076847411011	MYO4	0.0167095501725153	0.0335327110449844	0.0447102813933125
